,PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ONTOLOGY(S),SOURCE(S),ontology_uri
983,Euphorbia yellow mosaic virus,Euphorbia yellow mosaic virus,NCBITaxon_598494,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_598494
984,Euplatypus parallelus,Euplatypus parallelus,NCBITaxon_159894,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_159894
985,Euproctis chrysorrhoea,Euproctis chrysorrhoea,NCBITaxon_987934,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_987934
986,Eurygaster integriceps,Eurygaster integriceps,NCBITaxon_555972,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_555972
987,Euschistus heros,Euschistus heros,NCBITaxon_437493,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_437493
988,Euwallacea interjectus,Euwallacea interjectus,NCBITaxon_321055,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_321055
989,Euzophera semifuneralis,Euzophera semifuneralis,NCBITaxon_1678257,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1678257
990,Exobasidium camelliae,Exobasidium camelliae,NCBITaxon_271128,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_271128
991,Faba bean polerovirus 1,Faba bean polerovirus 1,NCBITaxon_2283388,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2283388
992,Ferrisia malvastra,Ferrisia malvastra,NCBITaxon_223227,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_223227
993,Ferrisia virgata,Ferrisia virgata,NCBITaxon_223228,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_223228
994,Fig cryptic virus,Fig cryptic virus,NCBITaxon_882768,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_882768
995,Fiorinia phantasma,Fiorinia phantasma,NCBITaxon_2803718,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2803718
996,Fiorinia proboscidaria,Fiorinia proboscidaria,NCBITaxon_2823860,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2823860
997,Florithrips traegardhi,Florithrips traegardhi,NCBITaxon_1965697,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1965697
998,Fomitiporella sinica,Fomitiporella sinica,NCBITaxon_1980126,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1980126
999,Frankliniella australis,Frankliniella australis,NCBITaxon_1291225,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1291225
1000,Frankliniella bispinosa,Frankliniella bispinosa,NCBITaxon_407007,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_407007
1001,Frankliniella fusca,Frankliniella fusca,NCBITaxon_407009,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_407009
1002,French bean leaf curl virus,French bean leaf curl virus,NCBITaxon_2050584,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2050584
1003,Fusarium agapanthi,Fusarium agapanthi,NCBITaxon_1803897,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1803897
1004,Fusarium andiyazi,Fusarium andiyazi,NCBITaxon_520446,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_520446
1005,Fusarium anthophilum,Fusarium anthophilum,NCBITaxon_48485,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_48485
1006,Fusarium asiaticum,Fusarium asiaticum,NCBITaxon_282267,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_282267
1007,Fusarium brachygibbosum,Fusarium brachygibbosum,NCBITaxon_679434,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_679434
1008,Fusarium clavum,Fusarium clavum,NCBITaxon_2594811,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2594811
1009,Fusarium commune,Fusarium commune,NCBITaxon_249398,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_249398
1010,Fusarium concentricum,Fusarium concentricum,NCBITaxon_48491,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_48491
1011,Fusarium foetens,Fusarium foetens,NCBITaxon_246455,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_246455
1012,Fusarium kalimantanense,Fusarium kalimantanense,NCBITaxon_2750197,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2750197
1013,Fusarium louisianense,Fusarium louisianense,NCBITaxon_1571108,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1571108
1014,Fusarium meridionale,Fusarium meridionale,NCBITaxon_282269,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_282269
1015,Fusarium miscanthi,Fusarium miscanthi,NCBITaxon_75915,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_75915
1016,Fusarium nelsonii,Fusarium nelsonii,NCBITaxon_77846,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_77846
1017,Fusarium nirenbergiae,Fusarium nirenbergiae,NCBITaxon_2502993,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2502993
1018,Fusarium oxysporum f. sp. cubense,Fusarium oxysporum f. sp. cubense,NCBITaxon_61366,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_61366
1019,Fusarium oxysporum f. sp. lactucae,Fusarium oxysporum f. sp. lactucae,NCBITaxon_299031,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_299031
1020,Fusarium oxysporum f. sp. mori,Fusarium oxysporum f. sp. mori,NCBITaxon_1940294,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1940294
1021,Fusarium oxysporum f. sp. passiflorae,Fusarium oxysporum f. sp. passiflorae,NCBITaxon_61370,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_61370
1022,Fusarium oxysporum f. sp. radicis-lycopersici,Fusarium oxysporum f. sp. radicis-lycopersici,NCBITaxon_61372,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_61372
1023,Fusarium pernambucanum,Fusarium pernambucanum,NCBITaxon_2562765,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2562765
1024,Fusarium petroliphilum,Fusarium petroliphilum,NCBITaxon_203961,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_203961
1025,Fusarium poae,Fusarium poae,NCBITaxon_36050,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_36050
1026,Fusarium sulawesiense,Fusarium sulawesiense,NCBITaxon_2594820,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2594820
1027,Fusarium tricinctum,Fusarium tricinctum,NCBITaxon_61284,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_61284
1028,Fusarium vorosii,Fusarium vorosii,NCBITaxon_569361,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_569361
1029,Fusicladium oleagineum,Fusicladium,NCBITaxon_50375,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_50375
1030,Fusicoccum depressum,Fusicoccum,NCBITaxon_83176,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_83176
1031,Gaillardia latent virus,Gaillardia latent virus,NCBITaxon_1468172,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1468172
1032,Ganoderma neo-japonicum,Ganoderma japonicum,NCBITaxon_36072,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_36072
1033,Garlic yellow stripe associated virus,Garlic yellow stripe associated virus,NCBITaxon_2806893,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2806893
1034,Gibberella avenacea,Gibberella,OMIT_0007069,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0007069
1035,Gibberella indica,Gibberella,OMIT_0007069,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0007069
1036,Gibberella zeae,Fusarium graminearum,NCBITaxon_5518,http://purl.obolibrary.org/obo/,http://www.ebi.ac.uk/efo/efo.owl,http://purl.obolibrary.org/obo/NCBITaxon_5518
1037,Gibbsiella quercinecans,Gibbsiella quercinecans,NCBITaxon_929813,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_929813
1038,Glaucias subpunctatus,Glaucias subpunctatus,NCBITaxon_763250,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_763250
1039,Globisporangium rostratifingens,Globisporangium rostratifingens,NCBITaxon_2711122,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2711122
1040,Globodera ellingtonae,Globodera ellingtonae,NCBITaxon_1517492,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1517492
1041,Globodera tabacum sensu lato,Globodera tabacum,NCBITaxon_65954,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_65954
1042,Glomerella cingulata,Cingulata,NCIT_C79108,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C79108
1043,Glyphodes caesalis,Glyphodes caesalis,NCBITaxon_259336,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_259336
1044,Gnomoniopsis daii,Gnomoniopsis daii,NCBITaxon_2660702,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2660702
1045,Gnomoniopsis idaeicola,Gnomoniopsis idaeicola,NCBITaxon_925762,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_925762
1046,Golovinomyces monardae,Golovinomyces monardae,NCBITaxon_1708261,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1708261
1047,Golovinomyces sp.,Golovinomyces sp.,NCBITaxon_2011908,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2011908
1048,Gonipterus platensis,Gonipterus platensis,NCBITaxon_1054293,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1054293
1049,Grapevine ajinashika virus,Grapevine virus,NCBITaxon_2934366,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2934366
1050,Grapevine Anatolian ringspot virus,Grapevine Anatolian ringspot virus,NCBITaxon_223769,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_223769
1051,Grapevine asteroid mosaic associated virus,Grapevine asteroid mosaic associated virus,NCBITaxon_2169998,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2169998
1052,Grapevine deformation virus,Grapevine deformation virus,NCBITaxon_233784,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_233784
1053,Grapevine enamovirus 1,Grapevine enamovirus 1,NCBITaxon_2560515,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2560515
1054,Grapevine fabavirus,Grapevine fabavirus,NCBITaxon_1849838,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1849838
1055,Grapevine fleck virus,Grapevine fleck virus,NCBITaxon_103722,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_103722
1056,GRAPEVINE GEMINIVIRUS A,Grapevine geminivirus A,NCBITaxon_1906317,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1906317
1057,Grapevine hammerhead viroid-like RNA,Grapevine hammerhead viroid-like RNA,NCBITaxon_1738445,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1738445
1058,Grapevine Kizil Sapak virus,Grapevine Kizil Sapak virus,NCBITaxon_2650001,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2650001
1059,Grapevine leafroll-associated virus 13,Grapevine leafroll-associated virus 13,NCBITaxon_1815581,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1815581
1060,Grapevine leafroll-associated virus 7,Grapevine leafroll-associated virus 7,NCBITaxon_217615,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_217615
1061,Grapevine Roditis leaf discoloration-associated virus,Grapevine Roditis leaf discoloration-associated virus,NCBITaxon_1471299,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1471299
1062,Grapevine satellite virus,Grapevine satellite virus,NCBITaxon_1343493,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1343493
1063,Grapevine Syrah virus 1,Grapevine Syrah virus 1,NCBITaxon_630199,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_630199
1064,Grapevine Tunisian ringspot virus,Grapevine Tunisian ringspot virus,NCBITaxon_2052649,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2052649
1065,Grapevine virus E,Grapevine virus E,NCBITaxon_516956,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_516956
1066,Grapevine virus I,Grapevine virus I,NCBITaxon_2052157,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2052157
1067,Grapevine virus J,Grapevine virus J,NCBITaxon_2093496,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2093496
1068,Grapevine virus S,Grapevine virus S,NCBITaxon_1245593,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1245593
1069,Grapevine yellow speckle viroid 1,Grapevine yellow speckle viroid 1,NCBITaxon_12904,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_12904
1070,Grapevine yellow speckle viroid 2,Grapevine yellow speckle viroid 2,NCBITaxon_46342,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_46342
1071,Graphium euwallaceae,Graphium euwallaceae,NCBITaxon_1388767,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1388767
1072,Green Sichuan pepper nepovirus,Green Sichuan pepper nepovirus,NCBITaxon_2802553,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2802553
1073,Grosmannia cainii,Grosmannia cainii,NCBITaxon_96394,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_96394
1074,Groundnut Ringspot Virus,Groundnut ringspot virus,NCBITaxon_12675,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_12675
1075,Gymnosporangium yamadae,Gymnosporangium yamadae,NCBITaxon_646405,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_646405
1076,Halotydeus destructor,Halotydeus destructor,NCBITaxon_2874060,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2874060
1077,Haplaxius skarphion,Haplaxius skarphion,NCBITaxon_491317,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_491317
1078,Helicotylenchus africanus,Helicotylenchus,NCBITaxon_293581,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_293581
1079,Helicotylenchus digonicus,Helicotylenchus digonicus,NCBITaxon_364633,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_364633
1080,Helicotylenchus fotedariensis,Helicotylenchus,NCBITaxon_293581,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_293581
1081,Helicotylenchus harwaniensis,Helicotylenchus,NCBITaxon_293581,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_293581
1082,Helicotylenchus mushtaqi,Helicotylenchus,NCBITaxon_293581,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_293581
1083,Helicotylenchus siddiqii,Oscheius siddiqii,NCBITaxon_2876060,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2876060
1084,Helicoverpa assulta,Helicoverpa assulta,NCBITaxon_52344,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_52344
1085,Helicoverpa gelotopoeon,Helicoverpa gelotopoeon,NCBITaxon_38040,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_38040
1086,Helicoverpa punctigera,Helicoverpa punctigera,NCBITaxon_27545,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_27545
1087,Helopeltis antonii,Helopeltis antonii,NCBITaxon_768067,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_768067
1088,Helopeltis cinchonae,Helopeltis cinchonae,NCBITaxon_2231085,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2231085
1089,Hemiberlesia pitysophila,Hemiberlesia pitysophila,NCBITaxon_1655553,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1655553
